Timestamp,Temperature,Humidity,Direction,Speed,Rainfall,Pressure,PM 2.5
"1/2/2023, 15:39:20",40.56,25,135,3.22,0,998.4,57
"1/2/2023, 15:39:23",40.56,25,225,3.22,0,998.4,57
"1/2/2023, 15:39:26",40.56,25,45,3.22,0,998.4,57
"1/2/2023, 15:39:29",40.56,25,45,3.22,0,998.4,59
"1/2/2023, 15:39:30",40.56,25,0,3.22,0,998.4,57
"1/2/2023, 15:39:32",40.56,25,45,3.22,0,998.4,56
"1/2/2023, 15:39:49",40.56,25,0,3.22,0,998.4,59
"1/2/2023, 15:39:50",40.56,25,225,3.22,0,998.4,59
"1/2/2023, 15:39:51",40.56,25,45,3.22,0,998.4,62
"1/2/2023, 15:39:54",40.56,25,45,3.22,0,998.4,62
"1/2/2023, 15:39:57",40.56,25,135,3.22,0,998.4,60
"1/2/2023, 15:40:00",40.56,25,135,3.22,0,998.4,60
"1/2/2023, 15:40:03",40.56,25,135,3.22,0,998.4,57
"1/2/2023, 15:40:06",40.56,25,135,3.22,0,998.4,57
"1/2/2023, 15:40:16",40.56,50,270,3.22,0,998.4,57
"1/2/2023, 15:40:17",40.56,25,90,3.22,0,998.4,57
"1/2/2023, 15:40:18",40.56,25,45,3.22,0,998.4,57
"1/2/2023, 15:40:21",40.56,25,45,3.22,0,998.4,57
"1/2/2023, 15:40:24",40.56,25,45,3.22,0,998.4,57
"1/2/2023, 15:40:27",40.56,25,45,3.22,0,998.4,58
"1/2/2023, 15:40:30",40.56,25,90,3.22,0,998.4,56
"1/2/2023, 15:40:33",40.56,25,90,3.22,0,998.4,54
"1/2/2023, 15:40:36",40.56,25,90,3.22,0,998.4,54
"1/2/2023, 15:40:39",40.56,25,90,3.22,0,998.4,53
"1/2/2023, 15:40:42",40.56,25,90,3.22,0,998.4,53
"1/2/2023, 15:40:45",40.56,25,90,3.22,0,998.4,53
"1/2/2023, 15:40:48",40.56,25,135,3.22,0,998.4,53
"1/2/2023, 15:40:52",40.56,25,135,3.22,0,998.4,59
"1/2/2023, 15:40:55",40.56,25,45,3.22,0,998.4,59
"1/2/2023, 15:40:58",40.56,25,90,3.22,0,998.4,59
"1/2/2023, 15:41:01",40.56,25,90,3.22,0,998.4,57
"1/2/2023, 15:41:04",41.11,25,90,3.22,0,998.4,56
"1/2/2023, 15:41:07",41.11,25,90,3.22,0,998.4,59
"1/2/2023, 15:41:10",40.56,25,0,3.22,0,998.4,59
"1/2/2023, 15:41:13",40.56,25,0,3.22,0,998.4,59
"1/2/2023, 15:41:16",40.56,25,0,3.22,0,998.4,54
"1/2/2023, 15:41:19",41.11,25,0,3.22,0,998.4,57
"1/2/2023, 15:41:22",41.11,25,0,3.22,0,998.4,57
"1/2/2023, 15:41:25",41.11,25,0,3.22,0,998.4,57
"1/2/2023, 15:41:28",41.11,25,0,3.22,0,998.4,60
"1/2/2023, 15:41:32",41.11,25,45,3.22,0,998.4,55
"1/2/2023, 15:41:35",41.11,25,45,3.22,0,998.4,55
"1/2/2023, 15:41:38",41.11,25,45,3.22,0,998.4,55
"1/2/2023, 15:41:41",41.11,25,0,3.22,0,998.4,55
"1/2/2023, 15:41:44",41.11,25,15,3.22,0,998.4,57
"1/2/2023, 15:41:47",41.11,25,0,3.22,0,998.4,58
"1/2/2023, 15:41:50",41.11,25,0,3.22,0,998.4,55
"1/2/2023, 15:41:53",41.11,25,45,3.22,0,998.4,55
"1/2/2023, 15:42:02",41.11,25,45,3.22,0,998.4,55
"1/2/2023, 15:42:03",41.11,25,0,3.22,0,998.4,59
"1/2/2023, 15:42:05",41.11,25,45,3.22,0,998.4,58
"1/2/2023, 15:42:08",41.11,25,45,3.22,0,998.4,59
"1/2/2023, 15:42:12",41.11,25,45,3.22,0,998.4,59
"1/2/2023, 15:42:15",41.11,25,90,3.22,0,998.4,59
"1/2/2023, 15:42:18",41.11,25,90,3.22,0,998.4,59
"1/2/2023, 15:42:21",41.11,25,90,3.22,0,998.4,61
"1/2/2023, 15:42:24",41.11,25,90,3.22,0,998.4,59
"1/2/2023, 15:42:27",41.11,25,45,3.22,0,998.4,61
"1/2/2023, 15:42:30",41.11,25,45,3.22,0,998.4,60
"1/2/2023, 15:42:33",41.11,25,45,3.22,0,998.4,59
"1/2/2023, 15:42:36",41.11,25,45,3.22,0,998.4,59
"1/2/2023, 15:42:39",41.11,25,0,3.22,0,998.4,59
"1/2/2023, 15:42:42",41.11,25,0,3.22,0,998.4,56
"1/2/2023, 15:42:45",41.11,25,0,3.22,0,998.4,55
"1/2/2023, 15:42:48",41.11,25,0,3.22,0,998.4,54
"1/2/2023, 15:42:51",41.11,25,45,3.22,0,998.4,58
"1/2/2023, 15:42:54",41.11,25,45,3.22,0,998.4,60
"1/2/2023, 15:42:57",41.11,25,0,3.22,0,998.4,59
"1/2/2023, 15:42:58",41.11,25,0,3.22,0,998.4,59
"1/2/2023, 15:43:00",41.11,25,0,3.22,0,998.4,59
"1/2/2023, 15:43:01",41.11,25,225,3.22,0,998.4,59
"1/2/2023, 15:43:03",41.11,25,225,3.22,0,998.4,59
"1/2/2023, 15:43:04",41.11,25,0,3.22,0,998.4,59
"1/2/2023, 15:43:06",41.11,25,225,3.22,0,998.4,59
"1/2/2023, 15:43:07",41.11,25,0,3.22,0,998.4,57
"1/2/2023, 15:43:09",41.11,25,225,3.22,0,998.4,55
"1/2/2023, 15:43:12",41.11,25,0,3.22,0,998.4,59
"1/2/2023, 15:43:13",41.11,25,225,3.22,0,998.4,54
"1/2/2023, 15:43:16",41.11,25,225,3.22,0,998.4,53
"1/2/2023, 15:43:19",41.11,25,225,3.22,0,998.4,57
"1/2/2023, 15:43:22",41.11,25,225,3.22,0,998.4,57
"1/2/2023, 15:43:25",41.11,25,0,3.22,0,998.4,58
"1/2/2023, 15:43:26",41.11,25,0,3.22,0,998.4,59
"1/2/2023, 15:43:29",41.11,25,0,3.22,0,998.4,58
"1/2/2023, 15:43:32",41.11,25,0,3.22,0,998.4,58
"1/2/2023, 15:43:35",41.11,25,0,3.22,0,998.4,59
"1/2/2023, 15:43:38",41.11,25,0,3.22,0,998.4,57
"1/2/2023, 15:43:41",41.11,25,0,3.22,0,998.4,59
"1/2/2023, 15:43:44",41.11,25,0,3.22,0,998.4,60
"1/2/2023, 15:43:53",41.11,75,105,3.22,0,998.4,60
"1/2/2023, 15:43:56",41.11,25,45,3.22,0,998.4,54
"1/2/2023, 15:44:00",41.11,25,90,3.22,0,998.4,55
"1/2/2023, 15:44:03",41.11,25,90,3.22,0,998.4,55
"1/2/2023, 15:44:06",41.11,25,90,3.22,0,998.4,54
"1/2/2023, 15:44:09",41.11,25,90,3.22,0,998.4,53
"1/2/2023, 15:44:12",41.11,25,225,3.22,0,998.4,53
"1/2/2023, 15:44:15",41.11,25,0,3.22,0,998.4,55
"1/2/2023, 15:44:18",41.11,25,0,3.22,0,998.4,55
"1/2/2023, 15:44:21",41.11,25,0,3.22,0,998.4,55
"1/2/2023, 15:44:24",41.11,25,225,3.22,0,998.4,56
"1/2/2023, 15:44:27",41.11,25,225,3.22,0,998.4,55
"1/2/2023, 15:44:30",41.11,25,225,3.22,0,998.4,53
"1/2/2023, 15:44:33",41.11,25,225,3.22,0,998.4,53
"1/2/2023, 15:44:36",41.11,25,0,3.22,0,998.4,53
"1/2/2023, 15:44:37",41.11,25,225,3.22,0,998.4,59
"1/2/2023, 15:44:39",41.11,25,225,3.22,0,998.4,55
"1/2/2023, 15:44:42",41.11,25,225,3.22,0,998.4,52
"1/2/2023, 15:44:45",41.11,25,225,3.22,0,998.4,52
"1/2/2023, 15:44:48",41.11,25,225,3.22,0,998.4,52
"1/2/2023, 15:44:52",41.11,25,225,3.22,0,998.4,52
"1/2/2023, 15:44:54",41.11,25,0,3.22,0,998.4,59
"1/2/2023, 15:44:55",41.11,25,225,3.22,0,998.4,51
"1/2/2023, 15:44:58",41.11,25,0,3.22,0,998.4,51
"1/2/2023, 15:45:01",41.11,25,0,3.22,0,998.4,51
"1/2/2023, 15:45:04",41.11,25,0,3.22,0,998.4,51
"1/2/2023, 15:45:07",41.11,24,0,3.22,0,998.4,52
"1/2/2023, 15:45:10",41.11,24,0,3.22,0,998.4,52
"1/2/2023, 15:45:13",41.11,24,0,3.22,0,998.4,53
"1/2/2023, 15:45:16",41.11,24,0,3.22,0,998.4,52
"1/2/2023, 15:45:19",41.11,24,0,3.22,0,998.4,51
"1/2/2023, 15:45:22",41.11,24,0,3.22,0,998.4,51
"1/2/2023, 15:45:25",41.11,24,0,3.22,0,998.4,51
"1/2/2023, 15:45:28",41.11,24,225,3.22,0,998.4,51
"1/2/2023, 15:45:31",41.11,24,225,3.22,0,998.4,51
"1/2/2023, 15:45:34",41.11,24,225,3.22,0,998.4,52
"1/2/2023, 15:45:37",41.11,24,225,3.22,0,998.4,51
"1/2/2023, 15:45:40",41.11,24,225,3.22,0,998.4,52
"1/2/2023, 15:45:43",41.11,24,225,3.22,0,998.4,52
"1/2/2023, 15:45:46",41.11,24,225,3.22,0,998.4,52
"1/2/2023, 15:45:49",41.11,24,225,3.22,0,998.4,53
"1/2/2023, 15:45:52",41.11,24,135,3.22,0,998.4,53
"1/2/2023, 15:45:53",41.11,24,0,3.22,0,998.4,59
"1/2/2023, 15:45:55",41.11,24,0,3.22,0,998.4,53
"1/2/2023, 15:45:56",41.11,24,135,3.22,0,998.4,59
"1/2/2023, 15:45:58",41.11,24,135,3.22,0,998.4,51
"1/2/2023, 15:45:59",41.11,24,0,3.22,0,998.4,59
"1/2/2023, 15:46:01",41.11,24,135,3.22,0,998.4,51
"1/2/2023, 15:46:05",41.11,24,135,3.22,0,998.4,48
"1/2/2023, 15:46:08",41.11,24,135,3.22,0,998.4,48
"1/2/2023, 15:46:11",41.11,24,0,3.22,0,998.4,48
"1/2/2023, 15:46:12",41.11,24,135,3.22,0,998.4,59
"1/2/2023, 15:46:14",41.11,24,0,3.22,0,998.4,48
"1/2/2023, 15:46:15",41.11,24,135,3.22,0,998.4,59
"1/2/2023, 15:46:24",41.11,24,405,3.22,0,998.4,59
"1/2/2023, 15:46:27",41.11,24,135,3.22,0,998.4,52
