Datetime,Value,Temperature,Humidity,Direction,Speed,Rainfall,Pressure,PM 2.5
13/3/2023,Mean,28.38010653,43.51856169,233.4696983,0.83904057,0.221406608,680.0238591,45.73040847
13/3/2023,std,2.442391007,32.14090465,92.90279533,3.072462363,1.987944465,467.6357043,6.340138225
13/3/2023,Min,23.89,0,0,0,0,0,35
13/3/2023,Max,33.89,87,315,434.52,68.58,1007.4,91
13/3/2023,25%,26.67,1,270,0,0,8.7,41
13/3/2023,50%,27.78,48,270,0,0,1003.6,44
13/3/2023,75%,30,74,270,1.61,0,1005.1,50
13/3/2023,IQR,3.33,73,0,1.61,0,996.4,9
14/3/2023,Mean,27.01757465,46.20736093,222.2679522,9.729402806,0.046277143,708.8493267,43.0056053
14/3/2023,std,6.118701818,33.69478852,99.44957702,45.00958975,0.653218528,455.3837608,10.69120785
14/3/2023,Min,20,0,0,0,0,0,22
14/3/2023,Max,40.56,89,315,506.94,80.01,1006,90
14/3/2023,25%,22.78,1,270,0,0,8.2,33
14/3/2023,50%,23.89,48,270,0,0,1001.8,43
14/3/2023,75%,32.78,81,270,1.61,0,1003.6,49
14/3/2023,IQR,10,80,0,1.61,0,995.4,16
15/3/2023,Mean,28.98079688,44.4089333,213.9865772,4.703216004,0.844697636,687.1113075,45.06763609
15/3/2023,std,7.312705429,30.54348914,101.410378,38.80829631,6.905790576,464.9050815,9.857618896
15/3/2023,Min,20.56,0,0,0,0,0,31
15/3/2023,Max,42.78,89,315,434.52,68.58,1005.3,90
15/3/2023,25%,22.22,27,225,0,0,0.7,39
15/3/2023,50%,27.78,42,270,0,0,1001,43
15/3/2023,75%,37.22,79,270,1.61,0,1003.1,47
15/3/2023,IQR,15,52,45,1.61,0,1002.4,8
16/3/2023,Mean,33.94829216,38.83994213,216.0033758,1.02597278,0.004144564,757.805251,45.3545172
16/3/2023,std,6.157118262,22.62660101,103.5568054,1.410331083,0.134631064,430.2368917,6.296900611
16/3/2023,Min,22.78,0,0,0,0,0,37
16/3/2023,Max,42.78,89,315,8.05,17.78,1005.9,83
16/3/2023,25%,28.33,31,225,0,0,999.8,42
16/3/2023,50%,35.56,36,270,0,0,1001.2,44
16/3/2023,75%,40,56,270,1.61,0,1003.8,46
16/3/2023,IQR,11.67,25,45,1.61,0,4,4
17/3/2023,Mean,31.93656745,50.96024849,217.1612604,2.663382297,0.009379736,818.2638618,45.31803337
17/3/2023,std,7.940077594,25.61070799,101.7644906,18.10982586,0.148619477,387.9775757,11.21920532
17/3/2023,Min,21.11,0,0,0,0,0,31
17/3/2023,Max,45.56,88,315,434.52,17.78,1006.6,157
17/3/2023,25%,23.33,31,270,0,0,998.7,39
17/3/2023,50%,31.67,46,270,0,0,1002.2,43
17/3/2023,75%,40,80,270,1.61,0,1003.4,46
17/3/2023,IQR,16.67,49,0,1.61,0,4.7,7
18/3/2023,Mean,31.18878503,53.52682346,210.6324911,3.635719981,0.000915441,835.6310646,46.75994112
18/3/2023,std,8.437368307,25.53065858,103.0724967,16.39781371,0.107832668,372.6248765,15.09941814
18/3/2023,Min,21.11,0,0,0,0,0,31
18/3/2023,Max,45.56,87,315,434.52,17.78,1005.3,157
18/3/2023,25%,22.78,30,135,0,0,997.8,39
18/3/2023,50%,28.89,49,270,0,0,1002.2,42
18/3/2023,75%,40,81,270,3.22,0,1003.2,46
18/3/2023,IQR,17.22,51,135,3.22,0,5.4,7
19/3/2023,Mean,25.37083258,54.90354868,270,16.09285714,0,714.7047771,42.67743403
19/3/2023,std,0.565000746,34.81789253,0,39.42825865,0,453.1289833,2.2000849
19/3/2023,Min,24.44,0,270,0,0,0,36
19/3/2023,Max,26.11,80,270,112.65,0,1002.3,49
19/3/2023,25%,25,0,270,0,0,0,41
19/3/2023,50%,25.56,76,270,0,0,1001.7,43
19/3/2023,75%,26.11,78,270,0,0,1002.1,44
19/3/2023,IQR,1.11,78,0,0,0,1002.1,3
20/3/2023,Mean,28.95528439,53.28083327,47.94112773,1.176890655,0.883079589,756.7531774,37.34607707
20/3/2023,std,7.654000505,32.34243308,62.93648997,1.681162225,4.389073647,430.7566904,4.32587655
20/3/2023,Min,20.56,0,0,0,0,0,28
20/3/2023,Max,43.33,88,315,4.83,27.43,1005.3,53
20/3/2023,25%,22.22,29,0,0,0,998.3,34
20/3/2023,50%,26.67,61,45,0,0,1002,36
20/3/2023,75%,36.67,85,45,3.22,0,1003,39
20/3/2023,IQR,14.45,56,45,3.22,0,4.7,5
21/3/2023,Mean,28.28214847,54.81674485,258.1015601,0.570010197,0.147903538,741.6301315,27.59416743
21/3/2023,std,3.434894367,26.10550064,56.58884568,12.41194998,1.693798201,441.525889,9.328793631
21/3/2023,Min,21.11,0,0,0,0,0,13
21/3/2023,Max,33.89,88,315,434.52,20.32,1007.1,118
21/3/2023,25%,25.56,49,270,0,0,7.8,24
21/3/2023,50%,27.78,59,270,0,0,1004,26
21/3/2023,75%,30.56,74,270,0,0,1006.2,29
21/3/2023,IQR,5,25,0,0,0,998.4,5
22/3/2023,Mean,30.66544069,40.50181451,119.4751972,2.540338593,0.701496371,619.1864942,46.84099085
22/3/2023,std,7.470128078,33.43392659,114.5073797,12.45050108,3.948774457,484.4791521,19.21229725
22/3/2023,Min,21.11,0,0,0,0,0,0
22/3/2023,Max,47.22,88,315,506.94,80.01,1002.2,129
22/3/2023,25%,25,0,0,0,0,0,34
22/3/2023,50%,26.67,35,90,0,0,997.9,41
22/3/2023,75%,36.11,77,270,4.83,0,999.7,50
22/3/2023,IQR,11.11,77,270,4.83,0,999.7,16
23/3/2023,Mean,32.38735012,42.90573343,63.8411345,3.633192613,0.597307231,754.0084077,46.73230933
23/3/2023,std,8.281960614,28.73348879,69.89993215,10.14098857,3.571980296,430.0501978,21.31860299
23/3/2023,Min,21.11,0,0,0,0,0,11
23/3/2023,Max,45.56,90,315,362.1,28.96,1002.6,109
23/3/2023,25%,22.78,25,0,0,0,996.2,35
23/3/2023,50%,32.22,37,45,3.22,0,999,44
23/3/2023,75%,40.56,69,90,4.83,0,1000.7,55
23/3/2023,IQR,17.78,44,90,4.83,0,4.5,20
24/3/2023,Mean,32.17367442,41.88248202,86.31913138,3.102755948,2.772142978,702.091617,42.50392768
24/3/2023,std,7.555087985,32.37281288,57.42063255,12.85677388,7.683453003,457.2276174,16.14213592
24/3/2023,Min,22.22,0,0,0,0,0,8
24/3/2023,Max,46.67,89,315,144.84,29.21,1003.4,100
24/3/2023,25%,26.11,8,45,0,0,0,35
24/3/2023,50%,30.56,37,90,0,0,999,41
24/3/2023,75%,39.44,77,90,4.83,0,1001.1,50
24/3/2023,IQR,13.33,69,45,4.83,0,1001.1,15
25/3/2023,Mean,30.99515786,41.36116492,69.2071028,3.033067355,0.104650467,722.9322061,50.8615463
25/3/2023,std,7.795222509,31.72221574,69.82858584,9.519216723,0.389442828,446.5732129,26.75078575
25/3/2023,Min,22.22,0,0,0,0,0,9
25/3/2023,Max,46.11,90,315,217.26,23.88,1003.7,135
25/3/2023,25%,25,8,0,0,0,9,32
25/3/2023,50%,26.67,35,90,1.61,0,999.5,47
25/3/2023,75%,37.78,78,90,4.83,0,1001.2,65
25/3/2023,IQR,12.78,70,90,4.83,0,992.2,33
26/3/2023,Mean,30.84557476,41.82492892,72.30801751,2.854617514,0.893610893,730.8856689,56.93681493
26/3/2023,std,7.779491694,31.43800979,65.34992412,7.418175943,4.236811865,442.8977029,21.34026287
26/3/2023,Min,21.67,0,0,0,0,0,17
26/3/2023,Max,46.11,88,315,144.84,80.01,1003.1,121
26/3/2023,25%,24.44,9,45,0,0,7.5,45
26/3/2023,50%,27.22,38,90,1.61,0,998.8,52
26/3/2023,75%,37.22,79,90,4.83,0,1000.9,66
26/3/2023,IQR,12.78,70,45,4.83,0,993.4,21
27/3/2023,Mean,30.59233928,50.72052192,62.04896693,1.544195529,0.042955512,765.1137069,81.04822514
27/3/2023,std,7.633254836,29.24458854,61.89990063,2.142471174,0.292225942,422.5073948,101.278018
27/3/2023,Min,21.67,0,0,0,0,0,38
27/3/2023,Max,46.67,91,315,72.42,22.86,1003,161
27/3/2023,25%,23.89,25,45,0,0,995.8,49
27/3/2023,50%,28.89,58,45,0,0,999.5,68
27/3/2023,75%,37.22,79,90,3.22,0,1000.8,90
27/3/2023,IQR,13.33,54,45,3.22,0,5,41
28/3/2023,Mean,31.91028024,43.16765741,108.1406041,2.109892838,0.194640893,719.4999919,82.93861458
28/3/2023,std,6.919052953,32.38848729,103.5470513,7.272659389,0.642608974,448.2493809,50.43300088
28/3/2023,Min,24.44,0,0,0,0,0,12
28/3/2023,Max,46.11,88,315,144.84,22.86,1004.1,199
28/3/2023,25%,26.67,3,45,0,0,8.8,40
28/3/2023,50%,27.78,44,45,1.61,0,1000,68
28/3/2023,75%,37.78,78,225,3.22,0,1001.8,116
28/3/2023,IQR,11.11,75,180,3.22,0,993,76
29/3/2023,Mean,31.31288563,51.25088073,151.8343481,5.055539251,0.076537146,737.5590861,37.94308582
29/3/2023,std,7.145663128,32.96962639,109.8275802,32.22526497,1.032695845,440.3280221,18.49857657
29/3/2023,Min,24.44,0,0,0,0,0,11
29/3/2023,Max,46.11,91,315,506.94,22.86,1005.2,96
29/3/2023,25%,25,27,45,0,0,22.5,20
29/3/2023,50%,28.33,54,135,0,0,1002.1,37
29/3/2023,75%,37.22,88,270,3.22,0,1003.2,46
29/3/2023,IQR,12.22,61,225,3.22,0,980.7,26
30/3/2023,Mean,31.98149571,47.8334629,135.6789399,2.093291989,0.462432241,727.8923286,64.46174776
30/3/2023,std,7.246355007,31.70650044,121.1473001,4.061857958,3.00784407,443.4685877,30.41638928
30/3/2023,Min,21.11,0,0,0,0,0,31
30/3/2023,Max,45.56,88,315,506.94,25.15,1003.8,156
30/3/2023,25%,25.56,23,45,0,0,31.5,46
30/3/2023,50%,30,52,90,0,0,999.7,51
30/3/2023,75%,38.33,79,270,4.83,0,1001.5,70
30/3/2023,IQR,12.77,56,225,4.83,0,970,24
31/3/2023,Mean,30.51591812,43.73775745,68.9685598,2.707956649,0.153017319,707.4003348,90.00752475
31/3/2023,std,7.585695364,32.99685077,58.69238691,6.906684566,0.923830716,453.8821586,36.55446187
31/3/2023,Min,21.11,0,0,0,0,0,0
31/3/2023,Max,45,92,315,362.1,68.58,1003.8,191
31/3/2023,25%,24.44,7,45,0,0,8.4,67
31/3/2023,50%,26.67,39,45,1.61,0,999.4,76
31/3/2023,75%,38,82,90,4.83,0,1001,101
31/3/2023,IQR,13.56,75,45,4.83,0,992.6,34
1/4/2023,Mean,30.36788656,50.62975758,120.43688,2.529141769,0.630207294,754.5417247,91.04160392
1/4/2023,std,7.030452995,32.6561531,100.0801564,17.86999907,4.400216408,429.4922522,38.28986875
1/4/2023,Min,21.11,0,0,0,0,0,0
1/4/2023,Max,46.11,95,999,434.52,80.01,1003.5,197
1/4/2023,25%,25,26,45,0,0,995.1,59
1/4/2023,50%,25.56,53,90,0,0,1000.2,87
1/4/2023,75%,36.67,83,270,3.22,0,1001.3,119
1/3/2023,IQR,11.67,57,225,3.22,0,6.2,60
2/4/2023,Mean,25.85080527,69.00594267,169.5396807,1.138655325,1.129401142,806.0696341,68.20725026
2/4/2023,std,1.314260059,29.81893207,125.6101174,14.85740986,5.797152017,396.3727771,25.92290323
2/4/2023,Min,21.11,0,0,0,0,0,39
2/4/2023,Max,32.22,88,315,434.52,80.01,1003.1,131
2/4/2023,25%,25,76,0,0,0,1000.7,44
2/4/2023,50%,25.56,83,270,0,0,1000.9,61
2/4/2023,75%,26.67,86,270,0,0,1002,87
2/4/2023,IQR,1.67,10,270,0,0,1.3,43
3/4/2023,Mean,26.0882413,45.20755456,240.5155226,1.554289732,0.873006159,731.93595,135.5335185
3/4/2023,std,8.430529566,32.94568645,85.75967343,17.18425054,6.380667414,448.5046545,133.2792753
3/4/2023,Min,17.78,0,0,0,0,0,43
3/4/2023,Max,41.11,87,315,506.94,80.01,1011.6,553
3/4/2023,25%,19.44,24,270,0,0,8.6,55
3/4/2023,50%,20.56,43,270,0,0,1007.9,66
3/4/2023,75%,35,82,270,1.61,0,1009.2,179
3/4/2023,IQR,15.56,58,0,1.61,0,1000.6,124
4/4/2023,Mean,33.2951678,45.20253517,71.60468032,3.474736036,0.17748015,733.1464967,34.04067419
4/4/2023,std,4.480017756,25.97770953,60.37012717,4.795495837,0.438062096,439.7652039,2.487979548
4/4/2023,Min,21.11,0,0,0,0,0,25
4/4/2023,Max,39.44,94,996,217.26,1.27,1001.1,43
4/4/2023,25%,30,36,45,0,0,9.7,32
4/4/2023,50%,32.78,52,45,3.22,0,997.3,34
4/4/2023,75%,38.33,62,90,6.44,0,999.8,36
4/4/2023,IQR,8.33,26,45,6.44,0,990.1,4
5/4/2023,Mean,30.13266687,45.27691833,66.05110791,2.363645219,0.705488165,709.7900532,48.12824998
5/4/2023,std,8.063811579,31.91457635,66.2918864,2.707761035,3.683662981,453.1360703,19.41775312
5/4/2023,Min,20.56,0,0,0,0,0,20
5/4/2023,Max,45.56,90,967,9.66,80.01,1003.1,115
5/4/2023,25%,23.33,7,45,0,0,7.5,34
5/4/2023,50%,26.67,47,45,1.61,0,999.5,43
5/4/2023,75%,37.78,79,90,4.83,0,1001,55
5/4/2023,IQR,14.45,72,45,4.83,0,993.5,21
6/4/2023,Mean,30.70758726,39.57077402,72.30297307,2.679554689,0.899218141,351.9542714,51.40084555
6/4/2023,std,8.187680096,33.82525747,64.45347116,14.74857502,4.777591665,473.4943583,13.48460231
6/4/2023,Min,21.11,0,0,0,0,0,32
6/4/2023,Max,48.33,95,962,506.94,80.01,999.9,101
6/4/2023,25%,24.44,3,45,0,0,0,42
6/4/2023,50%,27.78,33,45,0,0,4.4,49
6/4/2023,75%,36.11,78,90,3.22,0,996,56
6/4/2023,IQR,11.67,75,45,3.22,0,996,14
7/4/2023,Mean,32.86547881,49.52915323,118.1708078,1.67238259,0.087127211,768.4283203,72.09630312
7/4/2023,std,6.236378178,28.12795175,108.3784663,10.04132773,1.115763402,422.3193137,32.94037087
7/4/2023,Min,25,0,0,0,0,0,38
7/4/2023,Max,44.44,92,315,506.94,27.43,1004.4,186
7/4/2023,25%,27.78,29,0,0,0,997.9,49
7/4/2023,50%,30.56,54,90,1.61,0,1000.2,57
7/4/2023,75%,38.33,75,270,1.61,0,1002.1,86
7/4/2023,IQR,10.55,46,270,1.61,0,4.2,37
8/4/2023,Mean,30.59923118,54.41736585,48.462972,1.704322439,1.170367823,732.9573519,63.63568955
8/4/2023,std,5.437620937,32.97628745,81.43220194,2.337625752,5.085332632,445.1459119,20.52339741
8/4/2023,Min,25.56,0,0,0,0,0,40
8/4/2023,Max,43.89,88,315,9.66,28.19,1006.1,124
8/4/2023,25%,26.67,31,0,0,0,0.7,51
8/4/2023,50%,28.33,72,0,0,0,1002.6,54
8/4/2023,75%,33.89,83,90,3.22,0,1003.7,75
8/4/2023,IQR,7.22,52,90,3.22,0,1003,24
